wellplate_index,well_type,control_type,surf_A,surf_B,surf_A_conc_mm,surf_B_conc_mm,substock_A_name,substock_A_conc_mm,surf_A_volume_ul,substock_B_name,substock_B_conc_mm,surf_B_volume_ul,water_volume_ul,buffer_volume_ul,buffer_used,pyrene_volume_ul,replicate,turbidity_600,fluorescence_334_373,fluorescence_334_384,ratio
0,control,surfactant_A_stock,SDS,TTAB,50.0,,SDS_stock,50.0,200.0,,,0.0,0.0,0.0,,5,1,0.0386,403264.0,550659.0,0.7323298084658564
1,control,surfactant_B_stock,SDS,TTAB,,50.0,,,0.0,TTAB_stock,50.0,200.0,0.0,0.0,,5,1,0.04,326067.0,442570.0,0.736758026978783
2,control,water_blank,SDS,TTAB,,,,,0.0,,,0.0,200.0,0.0,,5,1,0.0381,662746.0,799850.0,0.8285878602237919
3,experiment,experiment,SDS,TTAB,0.0001,0.0001,SDS_dilution_5,0.0005,40.0,TTAB_dilution_5,0.0005,40.0,120.0,0.0,,5,1,0.0379,379688.0,442871.0,0.8573331737684337
4,experiment,experiment,SDS,TTAB,0.0001,0.002177938587346432,SDS_dilution_5,0.0005,40.0,TTAB_dilution_3,0.02,21.779385873464317,138.22061412653568,0.0,,5,1,0.0383,370056.0,438824.0,0.8432902484823073
5,experiment,experiment,SDS,TTAB,0.0001,0.0474341649025257,SDS_dilution_5,0.0005,40.0,TTAB_dilution_1,0.7000000000000001,13.55261854357877,146.44738145642123,0.0,,5,1,0.0381,391208.0,464253.0,0.8426612213599051
6,experiment,experiment,SDS,TTAB,0.0001,1.033086980997645,SDS_dilution_5,0.0005,40.0,TTAB_dilution_0,5.0,41.32347923990581,118.67652076009419,0.0,,5,1,0.0387,309938.0,368961.0,0.8400291629738644
7,experiment,experiment,SDS,TTAB,0.0001,22.5,SDS_dilution_5,0.0005,40.0,TTAB_stock,50.0,90.0,70.0,0.0,,5,1,0.038,230045.0,294707.0,0.7805888560502465
8,experiment,experiment,SDS,TTAB,0.002177938587346432,0.0001,SDS_dilution_3,0.02,21.779385873464317,TTAB_dilution_5,0.0005,40.0,138.22061412653568,0.0,,5,1,0.0379,519452.0,619105.0,0.8390369969552822
9,experiment,experiment,SDS,TTAB,0.002177938587346432,0.002177938587346432,SDS_dilution_3,0.02,21.779385873464317,TTAB_dilution_3,0.02,21.779385873464317,156.44122825307136,0.0,,5,1,0.0375,392509.0,462619.0,0.8484498042665779
10,experiment,experiment,SDS,TTAB,0.002177938587346432,0.0474341649025257,SDS_dilution_3,0.02,21.779385873464317,TTAB_dilution_1,0.7000000000000001,13.55261854357877,164.6679955829569,0.0,,5,1,0.038,303573.0,350098.0,0.8671086381527457
11,experiment,experiment,SDS,TTAB,0.002177938587346432,1.033086980997645,SDS_dilution_3,0.02,21.779385873464317,TTAB_dilution_0,5.0,41.32347923990581,136.89713488662989,0.0,,5,1,0.0386,438214.0,527110.0,0.8313520896966478
12,experiment,experiment,SDS,TTAB,0.002177938587346432,22.5,SDS_dilution_3,0.02,21.779385873464317,TTAB_stock,50.0,90.0,88.22061412653568,0.0,,5,1,0.0391,262045.0,336650.0,0.7783900193078865
13,experiment,experiment,SDS,TTAB,0.0474341649025257,0.0001,SDS_dilution_1,0.7000000000000001,13.55261854357877,TTAB_dilution_5,0.0005,40.0,146.44738145642123,0.0,,5,1,0.0373,388549.0,447581.0,0.868108789247086
14,experiment,experiment,SDS,TTAB,0.0474341649025257,0.002177938587346432,SDS_dilution_1,0.7000000000000001,13.55261854357877,TTAB_dilution_3,0.02,21.779385873464317,164.6679955829569,0.0,,5,1,0.0381,347876.0,396880.0,0.8765269098971982
15,experiment,experiment,SDS,TTAB,0.0474341649025257,0.0474341649025257,SDS_dilution_1,0.7000000000000001,13.55261854357877,TTAB_dilution_1,0.7000000000000001,13.55261854357877,172.89476291284245,0.0,,5,1,0.0425,289681.0,338183.0,0.8565806087236791
16,experiment,experiment,SDS,TTAB,0.0474341649025257,1.033086980997645,SDS_dilution_1,0.7000000000000001,13.55261854357877,TTAB_dilution_0,5.0,41.32347923990581,145.12390221651543,0.0,,5,1,0.0394,415203.0,502697.0,0.8259508212700692
17,experiment,experiment,SDS,TTAB,0.0474341649025257,22.5,SDS_dilution_1,0.7000000000000001,13.55261854357877,TTAB_stock,50.0,90.0,96.44738145642123,0.0,,5,1,0.0392,301398.0,395236.0,0.7625772955904826
18,experiment,experiment,SDS,TTAB,1.033086980997645,0.0001,SDS_dilution_0,5.0,41.32347923990581,TTAB_dilution_5,0.0005,40.0,118.67652076009419,0.0,,5,1,0.037,651682.0,783856.0,0.8313797432181421
19,experiment,experiment,SDS,TTAB,1.033086980997645,0.002177938587346432,SDS_dilution_0,5.0,41.32347923990581,TTAB_dilution_3,0.02,21.779385873464317,136.89713488662989,0.0,,5,1,0.0375,451797.0,534869.0,0.8446872037826084
20,experiment,experiment,SDS,TTAB,1.033086980997645,0.0474341649025257,SDS_dilution_0,5.0,41.32347923990581,TTAB_dilution_1,0.7000000000000001,13.55261854357877,145.12390221651543,0.0,,5,1,0.0391,470712.0,572515.0,0.822182824904151
21,experiment,experiment,SDS,TTAB,1.033086980997645,1.033086980997645,SDS_dilution_0,5.0,41.32347923990581,TTAB_dilution_0,5.0,41.32347923990581,117.35304152018838,0.0,,5,1,0.1905,82917.0,97977.0,0.846290455923329
22,experiment,experiment,SDS,TTAB,1.033086980997645,22.5,SDS_dilution_0,5.0,41.32347923990581,TTAB_stock,50.0,90.0,68.6765207600942,0.0,,5,1,0.0396,211532.0,261403.0,0.8092179508268842
23,experiment,experiment,SDS,TTAB,22.5,0.0001,SDS_stock,50.0,90.0,TTAB_dilution_5,0.0005,40.0,70.0,0.0,,5,1,0.0389,486972.0,618773.0,0.7869962005452726
